id;name;release;memory;gpuclock;memoryclock;price
2000;GeForce GTX 3938;3523;1403;2810;3004;17737
2001;GeForce GTX 3939;3524;8397;1228;799;11874
2002;GeForce GTX 3940;3525;2823;2631;1804;16303
2003;GeForce GTX 3941;3526;4889;546;4974;6309
2004;GeForce GTX 3942;3527;6749;127;2352;14238
2005;GeForce GTX 3943;3528;7188;1469;4273;14669
2006;GeForce GTX 3944;3529;9930;494;1463;6526
2007;GeForce GTX 3945;3530;817;2338;1306;13089
2008;GeForce GTX 3946;3531;5280;1849;1816;18472
2009;GeForce GTX 3947;3532;2495;1729;3670;15115
2010;GeForce GTX 3948;3533;2792;2875;1312;17808
2011;GeForce GTX 3949;3534;1638;2483;4465;7755
2012;GeForce GTX 3950;3535;7669;759;2115;17285
2013;GeForce GTX 3951;3536;1216;1283;2525;16348
2014;GeForce GTX 3952;3537;2182;533;3443;13006
2015;GeForce GTX 3953;3538;9174;1598;3154;6624
2016;GeForce GTX 3954;3539;1158;2610;1135;15304
2017;GeForce GTX 3955;3540;1259;1873;1207;4600
2018;GeForce GTX 3956;3541;5065;2497;1211;13768
2019;GeForce GTX 3957;3542;5640;1904;1556;15615
2020;GeForce GTX 3958;3543;2714;285;2473;2001
2021;GeForce GTX 3959;3544;3982;1255;1801;12350
2022;GeForce GTX 3960;3545;5391;624;419;5193
2023;GeForce GTX 3961;3546;5857;906;2468;19670
2024;GeForce GTX 3962;3547;2443;2915;1628;10636
2025;GeForce GTX 3963;3548;5610;680;694;19150
2026;GeForce GTX 3964;3549;9503;1464;3824;6644
2027;GeForce GTX 3965;3550;5877;2088;3506;10607
2028;GeForce GTX 3966;3551;3676;254;3874;1147
2029;GeForce GTX 3967;3552;3109;1932;1262;5862
2030;GeForce GTX 3968;3553;1600;2019;342;19756
2031;GeForce GTX 3969;3554;5278;2856;2207;4296
2032;GeForce GTX 3970;3555;4000;1645;555;6091
2033;GeForce GTX 3971;3556;8968;390;3208;4493
2034;GeForce GTX 3972;3557;2444;1476;992;8270
2035;GeForce GTX 3973;3558;3327;1387;3603;15522
2036;GeForce GTX 3974;3559;9295;2425;4898;16712
2037;GeForce GTX 3975;3560;5310;1079;3724;1106
2038;GeForce GTX 3976;3561;5740;1124;1791;8121
2039;GeForce GTX 3977;3562;6597;2490;4504;6575
2040;GeForce GTX 3978;3563;2569;2374;639;15969
2041;GeForce GTX 3979;3564;1172;1793;4638;958
2042;GeForce GTX 3980;3565;7195;2817;387;15067
2043;GeForce GTX 3981;3566;4977;647;705;18474
2044;GeForce GTX 3982;3567;4346;1694;3905;19957
2045;GeForce GTX 3983;3568;7842;1325;987;14021
2046;GeForce GTX 3984;3569;7859;2825;4064;12051
2047;GeForce GTX 3985;3570;2073;124;769;6118
2048;GeForce GTX 3986;3571;5906;508;4197;19659
2049;GeForce GTX 3987;3572;661;2980;3421;8128
2050;GeForce GTX 3988;3573;6654;1546;416;6273
2051;GeForce GTX 3989;3574;7349;2934;4683;757
2052;GeForce GTX 3990;3575;4470;684;1636;15871
2053;GeForce GTX 3991;3576;1231;2237;4234;11566
2054;GeForce GTX 3992;3577;3954;2646;878;18659
2055;GeForce GTX 3993;3578;3193;667;323;5169
2056;GeForce GTX 3994;3579;578;106;4941;6635
2057;GeForce GTX 3995;3580;8383;958;2006;14376
2058;GeForce GTX 3996;3581;2735;143;1782;10640
2059;GeForce GTX 3997;3582;1216;1447;2153;2062
2060;GeForce GTX 3998;3583;8530;1569;3167;16492
2061;GeForce GTX 3999;3584;5125;605;4023;17676
2062;GeForce GTX 4000;3585;5563;631;1575;2932
2063;GeForce GTX 4001;3586;4854;2003;2782;3112
2064;GeForce GTX 4002;3587;3291;783;1345;8690
2065;GeForce GTX 4003;3588;7338;1601;1704;16769
2066;GeForce GTX 4004;3589;1906;2810;4510;3618
2067;GeForce GTX 4005;3590;6615;241;4426;17273
2068;GeForce GTX 4006;3591;5089;788;1645;10245
2069;GeForce GTX 4007;3592;5184;1717;3138;14200
2070;GeForce GTX 4008;3593;5586;1366;2474;15744
2071;GeForce GTX 4009;3594;7456;328;4514;16051
2072;GeForce GTX 4010;3595;3899;1665;2340;1955
2073;GeForce GTX 4011;3596;4963;319;2881;16263
2074;GeForce GTX 4012;3597;2560;178;2866;1492
2075;GeForce GTX 4013;3598;3528;1442;2783;19455
2076;GeForce GTX 4014;3599;2482;290;2473;1533
2077;GeForce GTX 4015;3600;1081;1983;3952;6234
2078;GeForce GTX 4016;3601;9080;628;4921;9525
2079;GeForce GTX 4017;3602;4755;2087;2291;13618
2080;GeForce GTX 4018;3603;1323;827;3601;17923
2081;GeForce GTX 4019;3604;2331;2493;485;6715
2082;GeForce GTX 4020;3605;6858;623;2254;6155
2083;GeForce GTX 4021;3606;6065;688;1466;15411
2084;GeForce GTX 4022;3607;1077;2342;737;11601
2085;GeForce GTX 4023;3608;2223;1098;380;13815
2086;GeForce GTX 4024;3609;7422;394;4683;14045
2087;GeForce GTX 4025;3610;2465;478;2498;3099
2088;GeForce GTX 4026;3611;6710;1157;2154;5966
2089;GeForce GTX 4027;3612;8150;2617;1075;14595
2090;GeForce GTX 4028;3613;4115;1982;2099;8956
2091;GeForce GTX 4029;3614;5296;605;2658;19076
2092;GeForce GTX 4030;3615;8455;1341;3699;11757
2093;GeForce GTX 4031;3616;4363;1720;777;18732
2094;GeForce GTX 4032;3617;8548;1537;3375;16999
2095;GeForce GTX 4033;3618;7670;1466;4946;16067
2096;GeForce GTX 4034;3619;6736;2562;3725;2710
2097;GeForce GTX 4035;3620;2156;855;4999;13148
2098;GeForce GTX 4036;3621;5867;235;4798;12084
2099;GeForce GTX 4037;3622;3238;1947;1259;18550
2100;GeForce GTX 4038;3623;5363;2544;771;16341
2101;GeForce GTX 4039;3624;5699;104;931;8942
2102;GeForce GTX 4040;3625;7687;922;4541;3270
2103;GeForce GTX 4041;3626;2937;2384;4922;2921
2104;GeForce GTX 4042;3627;4490;476;1951;11454
2105;GeForce GTX 4043;3628;6036;1227;3168;8675
2106;GeForce GTX 4044;3629;6528;1853;4799;16477
2107;GeForce GTX 4045;3630;1023;1478;4199;19266
2108;GeForce GTX 4046;3631;4665;258;3481;5967
2109;GeForce GTX 4047;3632;8589;750;4787;853
2110;GeForce GTX 4048;3633;4820;1906;1126;2424
2111;GeForce GTX 4049;3634;7070;720;556;14676
2112;GeForce GTX 4050;3635;4062;1573;1336;5601
2113;GeForce GTX 4051;3636;3438;1490;4787;5135
2114;GeForce GTX 4052;3637;7473;2623;320;1324
2115;GeForce GTX 4053;3638;2366;317;1886;16797
2116;GeForce GTX 4054;3639;3986;2195;2737;10943
2117;GeForce GTX 4055;3640;4751;1498;2052;18784
2118;GeForce GTX 4056;3641;3534;2772;2506;2283
2119;GeForce GTX 4057;3642;8661;1658;856;4601
2120;GeForce GTX 4058;3643;5982;2436;2822;8868
2121;GeForce GTX 4059;3644;2959;2153;3736;7009
2122;GeForce GTX 4060;3645;2452;1828;4985;15643
2123;GeForce GTX 4061;3646;3858;553;1548;16144
2124;GeForce GTX 4062;3647;5612;554;2692;10699
2125;GeForce GTX 4063;3648;7769;707;1044;7043
2126;GeForce GTX 4064;3649;6652;2584;3969;9687
2127;GeForce GTX 4065;3650;3840;2453;2740;6266
2128;GeForce GTX 4066;3651;9264;2085;1886;744
2129;GeForce GTX 4067;3652;4142;1847;3473;3181
2130;GeForce GTX 4068;3653;1523;775;4553;19310
2131;GeForce GTX 4069;3654;8960;121;1630;15255
2132;GeForce GTX 4070;3655;8197;1060;1406;14419
2133;GeForce GTX 4071;3656;8612;524;4711;6030
2134;GeForce GTX 4072;3657;4585;2194;2960;18209
2135;GeForce GTX 4073;3658;8055;674;1728;2815
2136;GeForce GTX 4074;3659;2970;2029;2634;6454
2137;GeForce GTX 4075;3660;389;293;871;11205
2138;GeForce GTX 4076;3661;1543;2561;2179;4366
2139;GeForce GTX 4077;3662;4190;1605;2671;19431
2140;GeForce GTX 4078;3663;4070;2814;1792;10026
2141;GeForce GTX 4079;3664;9857;1955;3302;15734
2142;GeForce GTX 4080;3665;8607;511;4258;10357
2143;GeForce GTX 4081;3666;3930;703;344;15310
2144;GeForce GTX 4082;3667;4897;1590;970;7634
2145;GeForce GTX 4083;3668;2306;2805;1255;9188
2146;GeForce GTX 4084;3669;2636;1685;4740;17495
2147;GeForce GTX 4085;3670;8084;2371;3215;12037
2148;GeForce GTX 4086;3671;8181;2914;2237;9490
2149;GeForce GTX 4087;3672;6252;2934;595;4103
2150;GeForce GTX 4088;3673;4427;234;3302;10047
2151;GeForce GTX 4089;3674;4676;1007;851;10167
2152;GeForce GTX 4090;3675;2666;2703;3817;3111
2153;GeForce GTX 4091;3676;3093;2829;3158;18809
2154;GeForce GTX 4092;3677;3202;327;685;18867
2155;GeForce GTX 4093;3678;4699;339;3810;13098
2156;GeForce GTX 4094;3679;3329;587;3296;669
2157;GeForce GTX 4095;3680;3440;2051;2639;18532
2158;GeForce GTX 4096;3681;9028;1761;1813;5462
2159;GeForce GTX 4097;3682;3009;2591;4308;8299
2160;GeForce GTX 4098;3683;9280;2571;556;3366
2161;GeForce GTX 4099;3684;4921;160;1872;15162
2162;GeForce GTX 4100;3685;1591;2450;907;18972
2163;GeForce GTX 4101;3686;4869;202;940;2558
2164;GeForce GTX 4102;3687;1722;2064;529;8011
2165;GeForce GTX 4103;3688;1707;1270;4173;15141
2166;GeForce GTX 4104;3689;1073;1013;1276;15241
2167;GeForce GTX 4105;3690;2247;1747;1174;5652
2168;GeForce GTX 4106;3691;2879;1601;404;16719
2169;GeForce GTX 4107;3692;2650;1448;1806;19449
2170;GeForce GTX 4108;3693;8475;2896;4329;8252
2171;GeForce GTX 4109;3694;2173;926;2468;2470
2172;GeForce GTX 4110;3695;600;1702;3661;6476
2173;GeForce GTX 4111;3696;1081;304;888;1052
2174;GeForce GTX 4112;3697;5296;924;2624;2506
2175;GeForce GTX 4113;3698;4647;2232;3611;18640
2176;GeForce GTX 4114;3699;9951;2598;4170;1704
2177;GeForce GTX 4115;3700;4334;985;2910;16507
2178;GeForce GTX 4116;3701;9998;2499;2016;11154
2179;GeForce GTX 4117;3702;2699;2177;3283;5524
2180;GeForce GTX 4118;3703;4221;1889;3794;5991
2181;GeForce GTX 4119;3704;3403;1012;945;13299
2182;GeForce GTX 4120;3705;1893;727;927;15693
2183;GeForce GTX 4121;3706;9394;2102;895;12964
2184;GeForce GTX 4122;3707;3537;1223;3820;921
2185;GeForce GTX 4123;3708;5570;125;4372;8874
2186;GeForce GTX 4124;3709;2900;2227;4248;18177
2187;GeForce GTX 4125;3710;7459;664;1470;4077
2188;GeForce GTX 4126;3711;6122;2649;3303;16555
2189;GeForce GTX 4127;3712;7964;1485;1703;15470
2190;GeForce GTX 4128;3713;8938;2828;3990;15713
2191;GeForce GTX 4129;3714;720;1857;3622;15108
2192;GeForce GTX 4130;3715;4163;2402;4214;13936
2193;GeForce GTX 4131;3716;7127;2570;906;19551
2194;GeForce GTX 4132;3717;7735;1620;457;17568
2195;GeForce GTX 4133;3718;6782;2982;2295;1485
2196;GeForce GTX 4134;3719;3615;698;1643;11350
2197;GeForce GTX 4135;3720;1574;759;3564;8783
2198;GeForce GTX 4136;3721;9658;596;3133;1054
2199;GeForce GTX 4137;3722;6114;1318;1802;19107
2200;GeForce GTX 4138;3723;324;2446;1345;1991
2201;GeForce GTX 4139;3724;617;1164;4871;10050
2202;GeForce GTX 4140;3725;5624;1858;871;16181
2203;GeForce GTX 4141;3726;7923;956;2841;5544
2204;GeForce GTX 4142;3727;5013;381;1503;9739
2205;GeForce GTX 4143;3728;8444;490;1049;9586
2206;GeForce GTX 4144;3729;5530;633;2971;3102
2207;GeForce GTX 4145;3730;6320;2983;3764;2359
2208;GeForce GTX 4146;3731;4009;2133;4025;19075
2209;GeForce GTX 4147;3732;6734;2249;1584;16609
2210;GeForce GTX 4148;3733;3473;2084;3675;8316
2211;GeForce GTX 4149;3734;2401;580;1186;6844
2212;GeForce GTX 4150;3735;7241;869;1276;10239
2213;GeForce GTX 4151;3736;1786;1023;2135;1933
2214;GeForce GTX 4152;3737;8471;2982;2108;5480
2215;GeForce GTX 4153;3738;5167;488;3938;1794
2216;GeForce GTX 4154;3739;8087;832;2193;19833
2217;GeForce GTX 4155;3740;5913;1362;4794;2723
2218;GeForce GTX 4156;3741;9858;183;3452;1742
2219;GeForce GTX 4157;3742;6101;583;1653;9135
2220;GeForce GTX 4158;3743;4260;115;2810;18024
2221;GeForce GTX 4159;3744;1114;554;1487;19104
2222;GeForce GTX 4160;3745;5509;2222;2448;8798
2223;GeForce GTX 4161;3746;4233;134;3275;10943
2224;GeForce GTX 4162;3747;730;2161;4261;15384
2225;GeForce GTX 4163;3748;682;1765;4629;10323
2226;GeForce GTX 4164;3749;3113;985;1281;2882
2227;GeForce GTX 4165;3750;7430;749;1537;11605
2228;GeForce GTX 4166;3751;1498;1208;2167;5280
2229;GeForce GTX 4167;3752;3523;839;4255;13831
2230;GeForce GTX 4168;3753;8954;2089;1819;809
2231;GeForce GTX 4169;3754;7299;1862;1372;18286
2232;GeForce GTX 4170;3755;2672;1281;1951;16224
2233;GeForce GTX 4171;3756;1981;1555;4540;17601
2234;GeForce GTX 4172;3757;4718;1149;573;4467
2235;GeForce GTX 4173;3758;1931;2933;1018;16725
2236;GeForce GTX 4174;3759;3281;684;1889;4270
2237;GeForce GTX 4175;3760;7268;2731;3716;10482
2238;GeForce GTX 4176;3761;3767;928;2032;18295
2239;GeForce GTX 4177;3762;3579;2707;4272;13677
2240;GeForce GTX 4178;3763;2531;1874;3207;6536
2241;GeForce GTX 4179;3764;6263;2646;4577;17359
2242;GeForce GTX 4180;3765;8211;380;2142;5972
2243;GeForce GTX 4181;3766;8814;1247;4864;9884
2244;GeForce GTX 4182;3767;1296;171;1939;2315
2245;GeForce GTX 4183;3768;4014;2022;990;18830
2246;GeForce GTX 4184;3769;1425;2366;630;15759
2247;GeForce GTX 4185;3770;5749;918;3572;11514
2248;GeForce GTX 4186;3771;3308;1326;2007;16503
2249;GeForce GTX 4187;3772;9348;1381;2343;4379
2250;GeForce GTX 4188;3773;4978;2250;2087;15557
2251;GeForce GTX 4189;3774;1825;1156;688;8412
2252;GeForce GTX 4190;3775;7227;2455;1596;590
2253;GeForce GTX 4191;3776;8736;1631;1279;12933
2254;GeForce GTX 4192;3777;5574;1406;4420;16193
2255;GeForce GTX 4193;3778;2445;1630;3978;10987
2256;GeForce GTX 4194;3779;5033;2840;311;7703
2257;GeForce GTX 4195;3780;8310;2753;4495;2036
2258;GeForce GTX 4196;3781;8969;252;1073;6899
2259;GeForce GTX 4197;3782;9026;2645;545;11289
2260;GeForce GTX 4198;3783;3944;1886;1595;16368
2261;GeForce GTX 4199;3784;3107;2051;3328;5833
2262;GeForce GTX 4200;3785;1947;1925;4237;6632
2263;GeForce GTX 4201;3786;5575;970;2191;1499
2264;GeForce GTX 4202;3787;1453;986;314;11736
2265;GeForce GTX 4203;3788;8166;675;3454;8993
2266;GeForce GTX 4204;3789;5357;2039;2712;11423
2267;GeForce GTX 4205;3790;2802;670;697;6902
2268;GeForce GTX 4206;3791;2828;694;4528;15676
2269;GeForce GTX 4207;3792;1305;2089;3943;3141
2270;GeForce GTX 4208;3793;7364;1442;1806;11806
2271;GeForce GTX 4209;3794;3550;216;2398;2976
2272;GeForce GTX 4210;3795;3276;770;3003;17240
2273;GeForce GTX 4211;3796;2882;2353;2099;18692
2274;GeForce GTX 4212;3797;1576;2753;2028;12543
2275;GeForce GTX 4213;3798;1736;184;2884;17652
2276;GeForce GTX 4214;3799;4253;1424;4626;9904
2277;GeForce GTX 4215;3800;8735;1773;4706;7668
2278;GeForce GTX 4216;3801;3154;2962;4651;3984
2279;GeForce GTX 4217;3802;1769;2919;3073;8766
2280;GeForce GTX 4218;3803;2744;1728;328;16884
2281;GeForce GTX 4219;3804;2412;2015;2072;4730
2282;GeForce GTX 4220;3805;5732;2822;2497;14024
2283;GeForce GTX 4221;3806;9961;1809;650;8123
2284;GeForce GTX 4222;3807;5552;2119;3529;16741
2285;GeForce GTX 4223;3808;3725;969;2626;10798
2286;GeForce GTX 4224;3809;7281;1341;2102;19507
2287;GeForce GTX 4225;3810;1842;1929;902;14982
2288;GeForce GTX 4226;3811;1095;1470;3963;8718
2289;GeForce GTX 4227;3812;2636;2528;4014;3651
2290;GeForce GTX 4228;3813;3866;896;2944;10075
2291;GeForce GTX 4229;3814;6222;777;2846;6854
2292;GeForce GTX 4230;3815;7374;2619;1479;4350
2293;GeForce GTX 4231;3816;6678;470;3654;3541
2294;GeForce GTX 4232;3817;4168;2096;676;8667
2295;GeForce GTX 4233;3818;3993;221;360;15778
2296;GeForce GTX 4234;3819;9249;1892;3731;17238
2297;GeForce GTX 4235;3820;5315;1367;3583;3564
2298;GeForce GTX 4236;3821;326;2626;3069;19307
2299;GeForce GTX 4237;3822;6399;1572;1174;6292
2300;GeForce GTX 4238;3823;7460;2918;3353;14582
2301;GeForce GTX 4239;3824;8670;1344;2839;1485
2302;GeForce GTX 4240;3825;7993;145;1532;13975
2303;GeForce GTX 4241;3826;8922;2462;1023;19958
2304;GeForce GTX 4242;3827;9163;1207;507;4764
2305;GeForce GTX 4243;3828;4876;2741;855;17825
2306;GeForce GTX 4244;3829;918;2182;3677;10421
2307;GeForce GTX 4245;3830;3473;1542;4857;8157
2308;GeForce GTX 4246;3831;6518;1548;2083;10240
2309;GeForce GTX 4247;3832;2285;2611;4120;2382
2310;GeForce GTX 4248;3833;5400;2698;681;9105
2311;GeForce GTX 4249;3834;4451;1490;4742;8462
2312;GeForce GTX 4250;3835;3115;1996;1860;12624
2313;GeForce GTX 4251;3836;8479;1782;4931;8442
2314;GeForce GTX 4252;3837;9911;705;2067;18962
2315;GeForce GTX 4253;3838;6449;1284;3639;17639
2316;GeForce GTX 4254;3839;3745;1992;1462;13493
2317;GeForce GTX 4255;3840;6839;2912;2673;2881
2318;GeForce GTX 4256;3841;5513;1795;1529;10009
2319;GeForce GTX 4257;3842;9226;2207;3710;5069
2320;GeForce GTX 4258;3843;9557;575;4282;2402
2321;GeForce GTX 4259;3844;5017;2701;3799;3072
2322;GeForce GTX 4260;3845;7712;235;1613;4802
2323;GeForce GTX 4261;3846;8244;1328;4440;13505
2324;GeForce GTX 4262;3847;8041;1684;311;15184
2325;GeForce GTX 4263;3848;4796;1044;3501;1707
2326;GeForce GTX 4264;3849;9844;528;3225;13579
2327;GeForce GTX 4265;3850;4003;2614;2173;12592
2328;GeForce GTX 4266;3851;4284;1891;2858;6432
2329;GeForce GTX 4267;3852;7240;2415;4173;19560
2330;GeForce GTX 4268;3853;3601;1421;2974;1248
2331;GeForce GTX 4269;3854;1514;2555;1268;9754
2332;GeForce GTX 4270;3855;6148;2166;736;12412
2333;GeForce GTX 4271;3856;8793;771;2043;18303
2334;GeForce GTX 4272;3857;8830;2061;2809;5445
2335;GeForce GTX 4273;3858;3467;2723;1827;6491
2336;GeForce GTX 4274;3859;8162;1314;3794;17591
2337;GeForce GTX 4275;3860;2394;1359;3941;754
2338;GeForce GTX 4276;3861;3987;2591;2403;15750
2339;GeForce GTX 4277;3862;6638;2330;4294;1152
2340;GeForce GTX 4278;3863;6302;2899;456;4673
2341;GeForce GTX 4279;3864;2528;862;699;11397
2342;GeForce GTX 4280;3865;4093;2856;4156;7224
2343;GeForce GTX 4281;3866;576;1033;428;12168
2344;GeForce GTX 4282;3867;6912;1578;4409;14771
2345;GeForce GTX 4283;3868;6798;2328;2853;11946
2346;GeForce GTX 4284;3869;7797;733;675;6246
2347;GeForce GTX 4285;3870;8354;2702;2334;6249
2348;GeForce GTX 4286;3871;8845;735;1513;15847
2349;GeForce GTX 4287;3872;9303;2124;2293;9313
2350;GeForce GTX 4288;3873;530;854;3200;8103
2351;GeForce GTX 4289;3874;8043;350;1203;17972
2352;GeForce GTX 4290;3875;3676;810;994;3488
2353;GeForce GTX 4291;3876;1252;2619;1137;3071
2354;GeForce GTX 4292;3877;2382;546;1875;10237
2355;GeForce GTX 4293;3878;5843;1521;3580;11402
2356;GeForce GTX 4294;3879;7052;180;3401;6795
2357;GeForce GTX 4295;3880;7730;2610;559;18579
2358;GeForce GTX 4296;3881;5578;845;3729;10785
2359;GeForce GTX 4297;3882;7037;1837;1346;17007
2360;GeForce GTX 4298;3883;2611;1394;2049;8016
2361;GeForce GTX 4299;3884;9606;2507;3219;9476
2362;GeForce GTX 4300;3885;5513;651;416;1505
2363;GeForce GTX 4301;3886;5933;2198;4614;10842
2364;GeForce GTX 4302;3887;6588;1717;3154;17018
2365;GeForce GTX 4303;3888;3556;2020;4926;4826
2366;GeForce GTX 4304;3889;4398;2902;1976;12415
2367;GeForce GTX 4305;3890;4320;542;1139;8823
2368;GeForce GTX 4306;3891;1939;192;3613;634
2369;GeForce GTX 4307;3892;4211;2350;4083;4965
2370;GeForce GTX 4308;3893;7095;482;2808;5706
2371;GeForce GTX 4309;3894;3703;1758;2315;6363
2372;GeForce GTX 4310;3895;4291;1725;3615;16743
2373;GeForce GTX 4311;3896;2573;827;2829;15276
2374;GeForce GTX 4312;3897;1442;1084;3442;16544
2375;GeForce GTX 4313;3898;4712;703;2661;2281
2376;GeForce GTX 4314;3899;9451;2322;3869;10978
2377;GeForce GTX 4315;3900;6015;2370;4706;6910
2378;GeForce GTX 4316;3901;6122;376;1431;13013
2379;GeForce GTX 4317;3902;1299;1083;1251;10665
2380;GeForce GTX 4318;3903;7014;516;3835;523
2381;GeForce GTX 4319;3904;5426;2338;1097;15786
2382;GeForce GTX 4320;3905;7826;183;4287;18505
2383;GeForce GTX 4321;3906;3358;1709;4754;12566
2384;GeForce GTX 4322;3907;6228;2287;2371;4057
2385;GeForce GTX 4323;3908;756;2539;4556;2879
2386;GeForce GTX 4324;3909;1882;1748;4198;19736
2387;GeForce GTX 4325;3910;5972;406;3626;16752
2388;GeForce GTX 4326;3911;6956;602;4896;6727
2389;GeForce GTX 4327;3912;3999;2631;785;14865
2390;GeForce GTX 4328;3913;3475;887;1085;960
2391;GeForce GTX 4329;3914;6187;113;1585;12673
2392;GeForce GTX 4330;3915;4106;456;4868;15417
2393;GeForce GTX 4331;3916;1973;1451;1433;19836
2394;GeForce GTX 4332;3917;6711;2104;3416;684
2395;GeForce GTX 4333;3918;9936;2042;961;7683
2396;GeForce GTX 4334;3919;6059;887;3483;6083
2397;GeForce GTX 4335;3920;8473;1418;3854;13908
2398;GeForce GTX 4336;3921;9401;925;2529;15131
2399;GeForce GTX 4337;3922;5580;2863;3384;19971
2400;GeForce GTX 4338;3923;9786;308;4350;6869
2401;GeForce GTX 4339;3924;7868;1577;4443;3313
2402;GeForce GTX 4340;3925;1762;1397;3478;13650
2403;GeForce GTX 4341;3926;565;1171;762;18539
2404;GeForce GTX 4342;3927;6444;1036;4974;12917
2405;GeForce GTX 4343;3928;2664;523;2855;16962
2406;GeForce GTX 4344;3929;9797;2324;3568;6579
2407;GeForce GTX 4345;3930;9968;2097;1817;1444
2408;GeForce GTX 4346;3931;981;2072;1576;10308
2409;GeForce GTX 4347;3932;5077;2047;2809;1189
2410;GeForce GTX 4348;3933;2907;1685;1445;1337
2411;GeForce GTX 4349;3934;8893;1809;2706;1094
2412;GeForce GTX 4350;3935;960;2458;834;10495
2413;GeForce GTX 4351;3936;8494;1718;3884;18381
2414;GeForce GTX 4352;3937;5908;2856;4911;5494
2415;GeForce GTX 4353;3938;3085;824;4242;7837
2416;GeForce GTX 4354;3939;2379;558;3855;2378
2417;GeForce GTX 4355;3940;2481;2821;4636;5087
2418;GeForce GTX 4356;3941;2377;739;4594;3573
2419;GeForce GTX 4357;3942;6425;946;2523;13826
2420;GeForce GTX 4358;3943;9744;2589;2249;14959
2421;GeForce GTX 4359;3944;2192;1411;3021;13768
2422;GeForce GTX 4360;3945;6281;1481;3384;17115
2423;GeForce GTX 4361;3946;4949;1814;563;6262
2424;GeForce GTX 4362;3947;7266;778;1021;5493
2425;GeForce GTX 4363;3948;5552;1761;1779;10018
2426;GeForce GTX 4364;3949;1890;1895;907;2467
2427;GeForce GTX 4365;3950;9791;386;2252;18177
2428;GeForce GTX 4366;3951;7386;1553;2244;9579
2429;GeForce GTX 4367;3952;2961;1582;3552;15711
2430;GeForce GTX 4368;3953;9926;970;4295;13499
2431;GeForce GTX 4369;3954;5416;902;4857;17050
2432;GeForce GTX 4370;3955;7491;831;3391;18519
2433;GeForce GTX 4371;3956;9565;1067;682;11905
2434;GeForce GTX 4372;3957;8193;2561;2655;8701
2435;GeForce GTX 4373;3958;7777;1929;4262;8345
2436;GeForce GTX 4374;3959;6686;1620;375;7377
2437;GeForce GTX 4375;3960;8747;2405;1101;19156
2438;GeForce GTX 4376;3961;4305;1213;3237;5031
2439;GeForce GTX 4377;3962;3514;2622;4197;10575
2440;GeForce GTX 4378;3963;3048;997;1331;9539
2441;GeForce GTX 4379;3964;9468;845;1880;8901
2442;GeForce GTX 4380;3965;4072;1935;3875;4910
2443;GeForce GTX 4381;3966;6106;1214;1619;18614
2444;GeForce GTX 4382;3967;7056;267;3857;3426
2445;GeForce GTX 4383;3968;6348;2050;3675;6613
2446;GeForce GTX 4384;3969;2916;2981;2689;9996
2447;GeForce GTX 4385;3970;7353;537;4599;11234
2448;GeForce GTX 4386;3971;4774;289;753;14614
2449;GeForce GTX 4387;3972;3802;135;3927;19358
2450;GeForce GTX 4388;3973;5088;118;2040;2883
2451;GeForce GTX 4389;3974;1797;136;4056;1326
2452;GeForce GTX 4390;3975;5844;372;4276;4144
2453;GeForce GTX 4391;3976;505;1407;1183;8651
2454;GeForce GTX 4392;3977;3538;1371;2900;4018
2455;GeForce GTX 4393;3978;9462;422;1525;3305
2456;GeForce GTX 4394;3979;8214;248;3952;19539
2457;GeForce GTX 4395;3980;6030;351;3149;7094
2458;GeForce GTX 4396;3981;3398;1181;2474;8152
2459;GeForce GTX 4397;3982;816;461;3673;13319
2460;GeForce GTX 4398;3983;9980;2092;3512;14255
2461;GeForce GTX 4399;3984;8501;1046;2345;14595
2462;GeForce GTX 4400;3985;1513;885;4270;3857
2463;GeForce GTX 4401;3986;3205;262;3212;6792
2464;GeForce GTX 4402;3987;5195;2496;304;2472
2465;GeForce GTX 4403;3988;7206;1189;4693;11644
2466;GeForce GTX 4404;3989;848;1955;4717;4980
2467;GeForce GTX 4405;3990;6283;2977;481;8833
2468;GeForce GTX 4406;3991;4818;106;585;17531
2469;GeForce GTX 4407;3992;6510;1420;743;8899
2470;GeForce GTX 4408;3993;8719;1606;4792;3362
2471;GeForce GTX 4409;3994;3315;1025;4846;3221
2472;GeForce GTX 4410;3995;3522;2504;3917;17217
2473;GeForce GTX 4411;3996;1777;2119;2235;3687
2474;GeForce GTX 4412;3997;4551;1037;1783;15205
2475;GeForce GTX 4413;3998;8230;1646;1547;17451
2476;GeForce GTX 4414;3999;4408;2328;473;11863
2477;GeForce GTX 4415;4000;1742;286;2798;5479
2478;GeForce GTX 4416;4001;7668;968;2828;14627
2479;GeForce GTX 4417;4002;6645;1647;1936;6516
2480;GeForce GTX 4418;4003;436;250;1294;16567
2481;GeForce GTX 4419;4004;3965;613;2324;5554
2482;GeForce GTX 4420;4005;3680;1064;2588;5525
2483;GeForce GTX 4421;4006;4415;1680;2833;3463
2484;GeForce GTX 4422;4007;3732;1540;1657;18579
2485;GeForce GTX 4423;4008;3668;2663;3529;15355
2486;GeForce GTX 4424;4009;3923;721;1875;4696
2487;GeForce GTX 4425;4010;6983;2218;2789;9621
2488;GeForce GTX 4426;4011;1807;1723;3111;3220
2489;GeForce GTX 4427;4012;4573;2114;3454;9519
2490;GeForce GTX 4428;4013;6949;2863;1712;17778
